return_id,order_id,sku,return_date,return_reason,refund_amount,refund_status
RET003083,ORD0000229,SKU006913,2026-01-02,ordered by mistake,3064.5,Processed
RET003084,ORD0003829,SKU003997,2025-10-28,size chart misleading,1077.43,Processed
RET003085,ORD0109317,SKU007266,2026-06-30,Size issue,235.63,Processed
RET003086,ORD0086380,SKU007695,2025-07-25,stopped working after a day,249.89,Processed
RET003087,ORD0004012,SKU006191,2025-03-21,didnt fit,262.92,Processed
RET003088,ORD0071959,SKU011427,2025-10-19,didnt fit,422.55,Processed
RET003089,ORD0115522,SKU004296,2025-09-19,not working,332.14,Processed
RET003090,ORD0021376,SKU000301,2026-12-09,didnt fit,186.79,Processed
RET003091,ORD0036662,SKU010039,2025-07-11,didnt fit,824.87,Processed
RET003092,ORD0110837,SKU004580,2025-06-02,wrong item sent,263.07,Processed
RET003093,ORD0021530,SKU005948,2025-04-08,late delivery no longer needed,1304.56,Processed
RET003094,ORD0070792,SKU001617,2025-11-03,dont want it now,871.44,Pending
RET003095,ORD0011175,SKU006942,2025-05-09,not as described,635.81,Processed
RET003096,ORD0077465,SKU006003,2025-11-30,ordered by mistake,1119.42,Processed
RET003097,ORD0099806,SKU001915,2026-01-03,didnt fit,702.34,Processed
RET003098,ORD0018217,SKU003411,2025-03-04,wrong size ordered,397.44,Pending
RET003099,ORD0006375,SKU001473,2026-11-09,product was cracked,1418.27,Processed
RET003100,ORD0018457,SKU008081,2025-12-26,packaging torn item broken,774.88,Processed
RET003101,ORD0107903,SKU006369,2026-02-24,Delayed delivery,886.09,Processed
RET003102,ORD0090896,SKU010879,2025-10-02,looks different online,455.08,Processed
RET003103,ORD0067515,SKU006696,2026-06-09,broken on arrival,864.39,Processed
RET003104,ORD0105853,SKU004051,2025-10-14,broken on arrival,404.93,Processed
RET003105,ORD0029643,SKU009088,2026-06-11,wrong size ordered,439.38,Processed
RET003106,ORD0110862,SKU009497,2026-12-13,arrived after event,654.94,Pending
RET003107,ORD0060722,SKU002458,2026-02-10,Damaged in transit,202.17,Processed
RET003108,ORD0083452,SKU012445,2025-12-03,defective piece,399.22,Processed
RET003109,ORD0056873,SKU006708,2026-12-03,Delayed delivery,653.0,Processed
RET003110,ORD0088818,SKU004578,2025-02-02,size too small,880.53,Pending
RET003111,ORD0026921,SKU004178,2026-04-16,changed my mind,641.89,Processed
RET003112,ORD0053420,SKU007242,2026-04-16,fabric quality bad,1926.64,Processed
RET003113,ORD0028849,SKU011936,2025-07-04,arrived damaged!!,964.07,Processed
RET003114,ORD0032998,SKU008500,2025-02-01,different sku received,369.93,Processed
RET003115,ORD0086624,SKU000164,2025-11-14,packaging torn item broken,516.52,Processed
RET003116,ORD0060159,SKU007731,2025-07-04,looks different online,268.44,Processed
RET003117,ORD0020305,SKU000952,2026-02-23,product was cracked,292.96,Processed
RET003118,ORD0034599,SKU006242,2026-05-06,Size issue,563.69,Processed
RET003119,ORD0027671,SKU005934,2025-12-25,arrived damaged!!,482.82,Processed
RET003120,ORD0058530,SKU010303,2025-07-13,different sku received,355.45,Processed
RET003121,ORD0097193,SKU004100,2026-03-30,product was cracked,874.82,Processed
RET003122,ORD0012088,SKU007875,2025-01-10,wrong colour delivered,118.09,Processed
RET003123,ORD0102648,SKU002196,2025-04-19,SIZE PROBLEM,162.74,Processed
RET003124,ORD0025095,SKU011630,2025-04-19,didnt fit,534.32,Processed
RET003125,ORD0004574,SKU000776,2025-07-06,not as described,586.62,Rejected
RET003126,ORD0050026,SKU001168,2026-11-24,delivered too late,1585.09,Pending
RET003127,ORD0024311,SKU008435,2026-05-05,Damaged in transit,609.27,Processed
RET003128,ORD0066364,SKU008797,2026-06-29,Damaged in transit,870.26,Processed
RET003129,ORD0092769,SKU001399,2025-06-25,item damaged,332.36,Processed
RET003130,ORD0091243,SKU005018,2025-10-24,Size issue,221.24,Processed
RET003131,ORD0045017,SKU006925,2025-07-03,size too small,431.45,Processed
RET003132,ORD0113867,SKU005818,2025-05-10,packaging torn item broken,1444.81,Pending
RET003133,ORD0019034,SKU003467,2025-08-15,product was cracked,889.15,Processed
RET003134,ORD0101578,SKU007086,2025-07-02,dont want it now,310.33,Rejected
RET003135,ORD0019491,SKU001123,2026-03-29,Doesn't fit properly,1434.97,Processed
RET003136,ORD0105275,SKU011639,2025-11-13,quality not as expected,834.6,Processed
RET003137,ORD0104630,SKU010970,2025-05-27,battery dead,460.28,Processed
RET003138,ORD0043862,SKU009026,2026-06-08,fabric quality bad,471.7,Processed
RET003139,ORD0013005,SKU010290,2025-07-23,poor quality,113.01,Pending
RET003140,ORD0118893,SKU010160,2026-06-06,too tight,297.49,Processed
RET003141,ORD0056237,SKU001350,2026-06-20,Quality issue,284.79,Pending
RET003142,ORD0010176,SKU004692,2025-08-03,different sku received,600.72,Processed
RET003143,ORD0011228,SKU002327,2025-11-04,not as described,415.82,Processed
RET003144,ORD0057381,SKU003397,2026-05-12,received different product,188.21,Processed
RET003145,ORD0013340,SKU008600,2025-02-14,SIZE PROBLEM,1133.38,Processed
RET003146,ORD0106832,SKU009268,2026-01-06,Damaged in transit,1353.83,Processed
RET003147,ORD0109587,SKU010735,2025-10-16,quality not as expected,1254.94,Processed
RET003148,ORD0006137,SKU011743,2025-09-20,size too small,350.58,Processed
RET003149,ORD0119835,SKU010465,2025-10-27,different from website photo,485.65,Pending
RET003150,ORD0104764,SKU004411,2026-11-22,item damaged,440.24,Processed
RET003151,ORD0083035,SKU001890,2025-10-20,size chart misleading,281.15,Processed
RET003152,ORD0010390,SKU005423,2026-11-20,product was cracked,1397.92,Pending
RET003153,ORD0006773,SKU001091,2025-11-06,Doesn't fit properly,197.26,Pending
RET003154,ORD0059451,SKU004145,2026-02-22,Quality issue,1123.04,Processed
RET003155,ORD0031092,SKU001813,2025-03-24,misleading description,457.21,Processed
RET003156,ORD0013357,SKU007688,2026-01-25,wrong size ordered,705.08,Processed
RET003157,ORD0076937,SKU003030,2025-12-22,broken on arrival,1211.93,Processed
RET003158,ORD0082798,SKU005778,2026-01-26,Size issue,185.83,Processed
RET003159,ORD0076510,SKU002200,2025-09-01,different sku received,1410.59,Processed
RET003160,ORD0031438,SKU009958,2025-07-08,fabric quality bad,1578.5,Processed
RET003161,ORD0032198,SKU006374,2025-10-05,product was cracked,1045.76,Processed
RET003162,ORD0089024,SKU007502,2026-06-14,not durable,303.41,Pending
RET003163,ORD0009363,SKU007145,2025-11-03,quality not as expected,1022.11,Processed
RET003164,ORD0085933,SKU003245,2025-12-03,misleading description,622.0,Processed
RET003165,ORD0056277,SKU000764,2025-12-17,product was cracked,849.56,Processed
RET003166,ORD0096323,SKU011510,2026-05-06,wrong item sent,1260.99,Processed
RET003167,ORD0110712,SKU010645,2025-10-06,size chart misleading,494.25,Processed
RET003168,ORD0045135,SKU005692,2025-07-23,fabric quality bad,597.07,Processed
RET003169,ORD0032796,SKU007733,2025-11-29,item damaged,512.36,Processed
RET003170,ORD0094922,SKU001165,2026-01-15,Doesn't fit properly,677.0,Processed
RET003171,ORD0078117,SKU011100,2025-06-30,poor quality,1477.18,Processed
RET003172,ORD0044358,SKU001705,2026-03-23,Delayed delivery,1293.64,Pending
RET003173,ORD0095207,SKU004682,2026-04-12,SIZE PROBLEM,424.5,Processed
RET003174,ORD0033191,SKU010358,2026-01-15,no longer needed,778.41,Processed
RET003175,ORD0022355,SKU001211,2025-04-16,arrived damaged!!,1106.99,Processed
RET003176,ORD0006328,SKU011826,2026-04-27,wrong item sent,107.35,Processed
RET003177,ORD0109052,SKU005106,2025-11-19,Quality issue,1793.84,Processed
RET003178,ORD0065918,SKU007042,2025-12-18,broken on arrival,378.93,Processed
RET003179,ORD0082791,SKU002113,2025-10-11,Quality issue,1909.5,Processed
RET003180,ORD0102534,SKU000114,2026-03-17,dont want it now,429.16,Processed
RET003181,ORD0054313,SKU011449,2025-04-05,item damaged,520.7,Pending
RET003182,ORD0002672,SKU001804,2025-11-19,arrived damaged!!,413.73,Processed
RET003183,ORD0015139,SKU011922,2025-08-15,delivered too late,1359.36,Processed
RET003184,ORD0104038,SKU012016,2026-11-09,size too small,1183.76,Processed
RET003185,ORD0043775,SKU002313,2025-08-14,wrong size ordered,3512.24,Processed
RET003186,ORD0071098,SKU002421,2026-06-24,didnt fit,120.82,Processed
RET003187,ORD0014802,SKU000268,2025-12-11,not as described,1979.84,Processed
RET003188,ORD0110082,SKU006722,2026-01-18,Quality issue,605.16,Processed
RET003189,ORD0056663,SKU007921,2026-03-05,packaging torn item broken,861.89,Processed
RET003190,ORD0119932,SKU002833,2025-05-23,item damaged,319.69,Processed
RET003191,ORD0071385,SKU003716,2025-04-22,different sku received,290.81,Processed
RET003192,ORD0073777,SKU006800,2025-03-21,too tight,818.42,Processed
RET003193,ORD0022886,SKU007996,2025-11-17,quality not as expected,383.97,Pending
RET003194,ORD0055276,SKU005603,2026-01-09,product was cracked,1398.27,Processed
RET003195,ORD0057267,SKU003306,2026-07-16,Quality issue,305.13,Processed
RET003196,ORD0102304,SKU003529,2026-06-08,different from website photo,596.66,Processed
RET003197,ORD0048045,SKU000163,2025-05-10,defective piece,1708.92,Processed
RET003198,ORD0098726,SKU002376,2025-05-07,delivered too late,276.87,Processed
RET003199,ORD0087370,SKU000393,2025-11-07,late delivery no longer needed,568.34,Processed
RET003200,ORD0010480,SKU011835,2026-01-21,changed my mind,620.1,Processed
RET003201,ORD0061238,SKU001684,2026-12-01,SIZE PROBLEM,752.68,Processed
RET003202,ORD0073040,SKU007047,2026-04-05,didnt fit,422.05,Processed
RET003203,ORD0053077,SKU007454,2025-01-21,arrived damaged!!,53.35,Processed
RET003204,ORD0064172,SKU005953,2025-03-04,delivered too late,323.24,Processed
RET003205,ORD0067731,SKU005772,2026-04-27,packaging torn item broken,1034.5,Processed
RET003206,ORD0016945,SKU004556,2026-07-13,cheap material,445.52,Processed
RET003207,ORD0002060,SKU005739,2026-05-13,no longer needed,516.22,Pending
RET003208,ORD0016741,SKU003594,2025-06-10,not durable,894.91,Processed
RET003209,ORD0026767,SKU011389,2025-09-20,Damaged in transit,74.2,Processed
RET003210,ORD0043963,SKU003256,2026-02-20,stopped working after a day,487.79,Processed
RET003211,ORD0081336,SKU006777,2025-11-07,product was cracked,193.26,Processed
RET003212,ORD0076913,SKU011816,2025-02-04,delivered too late,2402.57,Processed
RET003213,ORD0067332,SKU009802,2026-05-16,too tight,1390.88,Processed
RET003214,ORD0056508,SKU005566,2026-01-06,late delivery no longer needed,223.41,Processed
RET003215,ORD0092912,SKU007225,2025-07-24,delivered too late,4274.78,Processed
RET003216,ORD0101224,SKU009274,2026-01-13,Delayed delivery,367.54,Processed
RET003217,ORD0053967,SKU004068,2025-11-11,delivered too late,514.82,Pending
RET003218,ORD0012357,SKU009095,2025-06-28,SIZE PROBLEM,503.81,Processed
RET003219,ORD0016740,SKU009336,2025-03-07,defective piece,222.56,Processed
RET003220,ORD0115010,SKU007345,2025-11-12,broken on arrival,923.65,Pending
RET003221,ORD0117888,SKU003613,2025-06-15,Doesn't fit properly,1000.55,Processed
RET003222,ORD0087491,SKU003985,2025-10-09,size chart misleading,686.45,Processed
RET003223,ORD0032998,SKU009018,2025-01-21,defective piece,539.37,Processed
RET003224,ORD0079722,SKU000249,2025-11-01,not durable,847.8,Processed
RET003225,ORD0025103,SKU006624,2025-02-28,not as described,543.37,Pending
RET003226,ORD0033821,SKU006466,2026-01-03,product was cracked,665.5,Processed
RET003227,ORD0036478,SKU007803,2026-01-10,wrong colour delivered,240.51,Processed
RET003228,ORD0087611,SKU008789,2026-11-04,different sku received,622.59,Rejected
RET003229,ORD0099840,SKU010485,2025-02-15,arrived after event,669.61,Processed
RET003230,ORD0012047,SKU002244,2026-02-01,Not what I ordered,1373.93,Processed
RET003231,ORD0105455,SKU009187,2026-06-23,wrong item sent,1129.99,Processed
RET003232,ORD0024762,SKU002367,2026-06-18,late delivery no longer needed,994.75,Processed
RET003233,ORD0014345,SKU010710,2025-08-15,arrived after event,2920.23,Pending
RET003234,ORD0041017,SKU008985,2025-09-05,Size issue,453.42,Processed
RET003235,ORD0114689,SKU012399,2025-03-17,delivered too late,240.87,Processed
RET003236,ORD0111563,SKU009210,2026-03-17,too tight,2326.91,Processed
RET003237,ORD0054325,SKU000282,2025-11-14,SIZE PROBLEM,2377.78,Processed
RET003238,ORD0087434,SKU011523,2025-11-07,quality not as expected,356.0,Processed
RET003239,ORD0078261,SKU008821,2025-04-20,poor quality,928.11,Processed
RET003240,ORD0021211,SKU001555,2025-08-29,Damaged in transit,242.92,Processed
RET003241,ORD0015945,SKU001742,2026-06-09,dont want it now,639.72,Processed
RET003242,ORD0103313,SKU010877,2025-08-14,late delivery no longer needed,622.87,Processed
RET003243,ORD0115080,SKU001204,2025-03-23,Size issue,398.03,Processed
RET003244,ORD0083944,SKU004966,2025-12-30,received different product,632.22,Processed
RET003245,ORD0004772,SKU002907,2026-01-09,arrived after event,2221.11,Processed
RET003246,ORD0083274,SKU006366,2026-06-19,wrong size ordered,773.65,Processed
RET003247,ORD0052001,SKU007342,2025-08-12,arrived after event,614.84,Processed
RET003248,ORD0006657,SKU001326,2025-01-15,poor quality,912.41,Processed
RET003249,ORD0075150,SKU004051,2025-12-12,not durable,244.09,Processed
RET003250,ORD0105246,SKU008728,2025-05-10,not durable,71.18,Processed
RET003251,ORD0078286,SKU006559,2026-06-25,size too small,1269.35,Processed
RET003252,ORD0000229,SKU001671,2025-12-27,didnt fit,374.82,Processed
RET003253,ORD0067071,SKU003132,2025-02-23,Quality issue,851.44,Processed
RET003254,ORD0096058,SKU008117,2025-10-28,misleading description,1681.94,Processed
RET003255,ORD0036060,SKU008794,2025-06-23,broken on arrival,797.26,Processed
RET003256,ORD0072729,SKU000926,2025-10-28,didnt fit,330.65,Processed
RET003257,ORD0012088,SKU010121,2025-01-23,ordered by mistake,220.59,Pending
RET003258,ORD0072259,SKU006701,2026-01-10,arrived damaged!!,312.36,Pending
RET003259,ORD0115569,SKU012096,2025-06-04,size chart misleading,597.97,Processed
RET003260,ORD0040341,SKU000671,2025-11-23,wrong colour delivered,268.12,Rejected
RET003261,ORD0090338,SKU000812,2025-04-02,Delayed delivery,619.77,Processed
RET003262,ORD0004860,SKU000706,2026-02-13,item damaged,241.79,Processed
RET003263,ORD0053523,SKU010054,2025-10-09,delivered too late,1448.53,Processed
RET003264,ORD0114388,SKU006891,2025-11-18,changed my mind,618.28,Pending
RET003265,ORD0088544,SKU005857,2025-11-29,item damaged,2525.36,Processed
RET003266,ORD0012455,SKU009766,2025-01-20,defective piece,252.5,Processed
RET003267,ORD0117736,SKU007284,2026-12-02,received different product,142.46,Processed
RET003268,ORD0077404,SKU002886,2026-01-29,fabric quality bad,474.4,Processed
RET003269,ORD0070855,SKU000659,2025-06-16,delivered too late,1603.49,Processed
RET003270,ORD0055459,SKU000583,2026-11-13,arrived after event,288.3,Rejected
RET003271,ORD0117830,SKU005757,2026-10-31,Not what I ordered,412.82,Processed
RET003272,ORD0113102,SKU007949,2026-06-29,cheap material,1027.32,Processed
RET003273,ORD0032777,SKU011908,2025-12-15,packaging torn item broken,1864.15,Processed
RET003274,ORD0066297,SKU003283,2025-11-21,Not what I ordered,1990.74,Processed
RET003275,ORD0019472,SKU010937,2025-10-07,colour different from image,647.2,Processed
RET003276,ORD0009071,SKU006520,2025-07-06,delivered too late,442.21,Processed
RET003277,ORD0014945,SKU006660,2026-02-08,wrong item sent,529.05,Processed
RET003278,ORD0018287,SKU006557,2025-05-13,arrived damaged!!,174.05,Pending
RET003279,ORD0082539,SKU001383,2025-02-22,broken on arrival,493.49,Processed
RET003280,ORD0060667,SKU000919,2026-02-26,quality not as expected,1306.57,Pending
RET003281,ORD0035374,SKU011150,2025-09-19,size too small,2671.55,Processed
RET003282,ORD0034040,SKU007364,2025-04-15,found cheaper elsewhere,835.41,Processed
RET003283,ORD0111809,SKU007206,2025-02-28,stopped working after a day,954.5,Processed
RET003284,ORD0022197,SKU006430,2025-05-09,different from website photo,469.96,Processed
RET003285,ORD0108184,SKU001669,2025-08-12,Damaged in transit,1176.56,Processed
RET003286,ORD0025619,SKU001808,2026-04-16,looks different online,365.5,Processed
RET003287,ORD0046959,SKU010465,2025-03-17,different sku received,2080.19,Processed
RET003288,ORD0030511,SKU003121,2025-07-07,Doesn't fit properly,883.23,Processed
RET003289,ORD0059358,SKU001028,2026-02-23,cheap material,629.57,Processed
RET003290,ORD0033955,SKU006182,2026-04-15,Doesn't fit properly,669.73,Processed
RET003291,ORD0074124,SKU001858,2026-07-01,Size issue,104.9,Processed
RET003292,ORD0119932,SKU003575,2025-05-16,SIZE PROBLEM,1523.36,Processed
RET003293,ORD0049649,SKU008889,2025-12-31,size too small,205.07,Processed
RET003294,ORD0034779,SKU009318,2025-10-21,SIZE PROBLEM,182.47,Processed
RET003295,ORD0046964,SKU004687,2025-10-24,wrong size ordered,193.2,Pending
RET003296,ORD0081855,SKU003783,2026-05-27,battery dead,472.17,Processed
RET003297,ORD0119881,SKU008682,2026-02-04,broken on arrival,743.21,Processed
RET003298,ORD0019955,SKU003209,2025-11-18,didnt fit,412.27,Processed
RET003299,ORD0071116,SKU012061,2025-08-19,ordered by mistake,4053.16,Processed
RET003300,ORD0002803,SKU005000,2026-01-25,Not what I ordered,90.02,Processed
RET003301,ORD0026663,SKU004851,2026-03-04,battery dead,163.76,Processed
RET003302,ORD0078864,SKU002428,2026-07-22,quality not as expected,574.28,Processed
RET003303,ORD0026790,SKU006189,2025-06-06,colour different from image,477.74,Pending
RET003304,ORD0111507,SKU002706,2025-04-07,Doesn't fit properly,156.66,Processed
RET003305,ORD0049703,SKU007230,2025-11-19,colour different from image,643.92,Processed
RET003306,ORD0019452,SKU011995,2025-07-04,size too small,908.96,Pending
RET003307,ORD0056652,SKU009731,2026-06-27,no longer needed,257.19,Processed
RET003308,ORD0117018,SKU009814,2025-03-01,stopped working after a day,184.29,Processed
RET003309,ORD0097642,SKU004968,2025-10-04,broken on arrival,2889.72,Processed
RET003310,ORD0058452,SKU009463,2025-02-23,Not what I ordered,396.31,Processed
RET003311,ORD0016165,SKU007836,2025-06-05,found cheaper elsewhere,1243.28,Processed
RET003312,ORD0116275,SKU009671,2025-11-16,misleading description,457.26,Processed
RET003313,ORD0051107,SKU007436,2025-08-19,not as described,774.17,Processed
RET003314,ORD0023306,SKU009359,2025-11-06,wrong colour delivered,1284.03,Processed
RET003315,ORD0109286,SKU011142,2025-07-28,size chart misleading,1399.71,Processed
RET003316,ORD0012617,SKU011281,2025-01-28,size too small,194.43,Pending
RET003317,ORD0019805,SKU005693,2026-01-28,fabric quality bad,339.38,Processed
